Wall time,Step,Value
1733740718.15,0,0.21752481162548065
1733740974.0096776,1,0.17396657168865204
1733741228.127099,2,0.13719582557678223
1733741482.3771374,3,0.10986761003732681
1733741736.4078467,4,0.09204504638910294
1733741990.4277697,5,0.07980475574731827
1733742244.9690268,6,0.0695318877696991
1733742498.6993318,7,0.06141192838549614
1733742752.6575768,8,0.056553881615400314
1733743006.7759693,9,0.052350934594869614
1733743260.8152418,10,0.04905814304947853
1733743514.618355,11,0.04653623700141907
1733743768.2367792,12,0.044284217059612274
1733744022.490325,13,0.042481888085603714
1733744276.204859,14,0.041170764714479446
1733744530.6271586,15,0.03935601934790611
1733744785.2367346,16,0.03829968720674515
1733745040.065621,17,0.037462931126356125
1733745294.4463394,18,0.03634577989578247
1733745549.1180494,19,0.03545890748500824
1733745803.557133,20,0.034846559166908264
1733746058.053388,21,0.0335603803396225
1733746312.4649065,22,0.03314055874943733
1733746567.253658,23,0.032506246119737625
1733746821.666418,24,0.03191259130835533
1733747076.4329731,25,0.03178763389587402
1733747331.1696236,26,0.03104253113269806
1733747585.809269,27,0.030191443860530853
1733747840.0588121,28,0.029811497777700424
1733748094.5910943,29,0.029422447085380554
1733748349.1008456,30,0.0286507997661829
1733748603.8604739,31,0.028499852865934372
1733748858.5198257,32,0.028240937739610672
1733749113.3195457,33,0.0277445949614048
1733749367.8371875,34,0.027407165616750717
1733749622.4460833,35,0.026880232617259026
1733749876.9217544,36,0.026298457756638527
1733750131.9626203,37,0.026017487049102783
1733750386.2681096,38,0.02592339925467968
1733750641.0846424,39,0.02536085993051529
1733750895.5377636,40,0.025018956512212753
1733751150.0637238,41,0.02492370828986168
1733751404.901847,42,0.02440132014453411
1733751659.336264,43,0.024309100583195686
1733751913.8093684,44,0.023976992815732956
1733752168.2334952,45,0.02375577948987484
1733752422.6767066,46,0.023364437744021416
1733752677.245316,47,0.023300256580114365
1733752932.4063263,48,0.022828541696071625
1733753186.9199874,49,0.022987736389040947
1733753441.502935,50,0.02247857116162777
1733753696.1526153,51,0.022493943572044373
1733753954.108701,52,0.02226162888109684
1733754216.4556818,53,0.02234426513314247
1733754482.663742,54,0.021679287776350975
1733754751.4108536,55,0.021903561428189278
1733755008.8850873,56,0.021730417385697365
1733755263.4422421,57,0.02165718376636505
1733755517.894961,58,0.021324237808585167
1733755772.4074085,59,0.021274158731102943
1733756027.3994246,60,0.02120880037546158
1733756281.8695211,61,0.021073779091238976
1733756536.4331644,62,0.020908212289214134
1733756790.9023488,63,0.02070818655192852
1733757045.6414938,64,0.020473022013902664
1733757306.3149662,65,0.020285703241825104
1733757565.8813787,66,0.020351946353912354
1733757820.586542,67,0.020246677100658417
1733758075.2414632,68,0.020224636420607567
1733758329.720719,69,0.019904065877199173
1733758588.255886,70,0.0197837445884943
1733758849.1332397,71,0.01987435668706894
1733759112.0164237,72,0.019700197502970695
1733759375.888945,73,0.019674569368362427
1733759639.7751286,74,0.019732285290956497
1733759897.7929063,75,0.01956227794289589
1733760159.586355,76,0.019343247637152672
